,Emotions,Statement,Path
272,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-05-02-01-01-05.wav
273,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-05-02-01-02-05.wav
274,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-05-02-02-01-05.wav
275,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-05-02-02-02-05.wav
276,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-01-01-01-05.wav
277,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-01-01-02-05.wav
278,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-01-02-01-05.wav
279,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-01-02-02-05.wav
280,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-02-01-01-05.wav
281,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-02-01-02-05.wav
282,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-02-02-01-05.wav
283,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-06-02-02-02-05.wav
284,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-01-01-01-05.wav
285,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-01-01-02-05.wav
286,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-01-02-01-05.wav
287,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-01-02-02-05.wav
288,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-02-01-01-05.wav
289,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-02-01-02-05.wav
290,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-02-02-01-05.wav
291,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-07-02-02-02-05.wav
292,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-01-01-01-05.wav
293,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-01-01-02-05.wav
294,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-01-02-01-05.wav
295,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-01-02-02-05.wav
296,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-02-01-01-05.wav
297,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-02-01-02-05.wav
298,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-02-02-01-05.wav
299,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_05/03-01-08-02-02-02-05.wav
300,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-01-01-01-01-06.wav
301,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-01-01-01-02-06.wav
302,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-01-01-02-01-06.wav
303,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-01-01-02-02-06.wav
304,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-01-01-01-06.wav
305,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-01-01-02-06.wav
306,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-01-02-01-06.wav
307,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-01-02-02-06.wav
308,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-02-01-01-06.wav
309,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-02-01-02-06.wav
310,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-02-02-01-06.wav
311,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-02-02-02-02-06.wav
312,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-01-01-01-06.wav
313,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-01-01-02-06.wav
314,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-01-02-01-06.wav
315,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-01-02-02-06.wav
316,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-02-01-01-06.wav
317,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-02-01-02-06.wav
318,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-02-02-01-06.wav
319,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-03-02-02-02-06.wav
320,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-01-01-01-06.wav
321,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-01-01-02-06.wav
322,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-01-02-01-06.wav
323,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-01-02-02-06.wav
324,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-02-01-01-06.wav
325,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-02-01-02-06.wav
326,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-02-02-01-06.wav
327,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-04-02-02-02-06.wav
328,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-01-01-01-06.wav
329,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-01-01-02-06.wav
330,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-01-02-01-06.wav
331,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-01-02-02-06.wav
332,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-02-01-01-06.wav
333,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-02-01-02-06.wav
334,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-02-02-01-06.wav
335,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-05-02-02-02-06.wav
336,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-01-01-01-06.wav
337,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-01-01-02-06.wav
338,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-01-02-01-06.wav
339,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-01-02-02-06.wav
340,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-02-01-01-06.wav
341,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-02-01-02-06.wav
342,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-02-02-01-06.wav
343,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-06-02-02-02-06.wav
344,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-01-01-01-06.wav
345,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-01-01-02-06.wav
346,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-01-02-01-06.wav
347,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-01-02-02-06.wav
348,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-02-01-01-06.wav
349,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-02-01-02-06.wav
350,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-02-02-01-06.wav
351,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-07-02-02-02-06.wav
352,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-01-01-01-06.wav
353,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-01-01-02-06.wav
354,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-01-02-01-06.wav
355,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-01-02-02-06.wav
356,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-02-01-01-06.wav
357,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-02-01-02-06.wav
358,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-02-02-01-06.wav
359,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_06/03-01-08-02-02-02-06.wav
360,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-01-01-01-01-07.wav
361,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-01-01-01-02-07.wav
362,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-01-01-02-01-07.wav
363,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-01-01-02-02-07.wav
364,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-01-01-01-07.wav
365,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-01-01-02-07.wav
366,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-01-02-01-07.wav
367,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-01-02-02-07.wav
368,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-02-01-01-07.wav
369,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-02-01-02-07.wav
370,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-02-02-01-07.wav
371,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-02-02-02-02-07.wav
372,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-01-01-01-07.wav
373,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-01-01-02-07.wav
374,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-01-02-01-07.wav
375,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-01-02-02-07.wav
376,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-02-01-01-07.wav
377,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-02-01-02-07.wav
378,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-02-02-01-07.wav
379,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-03-02-02-02-07.wav
380,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-01-01-01-07.wav
381,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-01-01-02-07.wav
382,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-01-02-01-07.wav
383,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-01-02-02-07.wav
384,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-02-01-01-07.wav
385,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-02-01-02-07.wav
386,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-02-02-01-07.wav
387,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-04-02-02-02-07.wav
388,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-01-01-01-07.wav
389,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-01-01-02-07.wav
390,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-01-02-01-07.wav
391,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-01-02-02-07.wav
392,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-02-01-01-07.wav
393,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-02-01-02-07.wav
394,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-02-02-01-07.wav
395,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-05-02-02-02-07.wav
396,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-01-01-01-07.wav
397,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-01-01-02-07.wav
398,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-01-02-01-07.wav
399,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-01-02-02-07.wav
400,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-02-01-01-07.wav
401,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-02-01-02-07.wav
402,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-02-02-01-07.wav
403,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-06-02-02-02-07.wav
404,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-01-01-01-07.wav
405,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-01-01-02-07.wav
406,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-01-02-01-07.wav
407,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-01-02-02-07.wav
408,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-02-01-01-07.wav
409,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-02-01-02-07.wav
410,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-02-02-01-07.wav
411,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-07-02-02-02-07.wav
412,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-01-01-01-07.wav
413,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-01-01-02-07.wav
414,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-01-02-01-07.wav
415,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-01-02-02-07.wav
416,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-02-01-01-07.wav
417,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-02-01-02-07.wav
418,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-02-02-01-07.wav
419,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_07/03-01-08-02-02-02-07.wav
420,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-01-01-01-01-08.wav
421,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-01-01-01-02-08.wav
422,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-01-01-02-01-08.wav
423,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-01-01-02-02-08.wav
424,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-01-01-01-08.wav
425,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-01-01-02-08.wav
426,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-01-02-01-08.wav
427,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-01-02-02-08.wav
428,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-02-01-01-08.wav
429,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-02-01-02-08.wav
430,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-02-02-01-08.wav
431,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-02-02-02-02-08.wav
432,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-01-01-01-08.wav
433,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-01-01-02-08.wav
434,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-01-02-01-08.wav
435,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-01-02-02-08.wav
436,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-02-01-01-08.wav
437,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-02-01-02-08.wav
438,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-02-02-01-08.wav
439,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-03-02-02-02-08.wav
440,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-01-01-01-08.wav
441,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-01-01-02-08.wav
442,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-01-02-01-08.wav
443,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-01-02-02-08.wav
444,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-02-01-01-08.wav
445,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-02-01-02-08.wav
446,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-02-02-01-08.wav
447,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-04-02-02-02-08.wav
448,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-01-01-01-08.wav
449,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-01-01-02-08.wav
450,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-01-02-01-08.wav
451,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-01-02-02-08.wav
452,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-02-01-01-08.wav
453,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-02-01-02-08.wav
454,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-02-02-01-08.wav
455,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-05-02-02-02-08.wav
456,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-01-01-01-08.wav
457,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-01-01-02-08.wav
458,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-01-02-01-08.wav
459,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-01-02-02-08.wav
460,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-02-01-01-08.wav
461,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-02-01-02-08.wav
462,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-02-02-01-08.wav
463,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-06-02-02-02-08.wav
464,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-01-01-01-08.wav
465,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-01-01-02-08.wav
466,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-01-02-01-08.wav
467,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-01-02-02-08.wav
468,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-02-01-01-08.wav
469,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-02-01-02-08.wav
470,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-02-02-01-08.wav
471,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-07-02-02-02-08.wav
472,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-01-01-01-08.wav
473,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-01-01-02-08.wav
474,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-01-02-01-08.wav
475,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-01-02-02-08.wav
476,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-02-01-01-08.wav
477,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-02-01-02-08.wav
478,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-02-02-01-08.wav
479,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_08/03-01-08-02-02-02-08.wav
480,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-01-01-01-01-09.wav
481,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-01-01-01-02-09.wav
482,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-01-01-02-01-09.wav
483,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-01-01-02-02-09.wav
484,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-01-01-01-09.wav
485,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-01-01-02-09.wav
486,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-01-02-01-09.wav
487,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-01-02-02-09.wav
488,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-02-01-01-09.wav
489,calm,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-02-01-02-09.wav
490,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-02-02-01-09.wav
491,calm,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-02-02-02-02-09.wav
492,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-01-01-01-09.wav
493,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-01-01-02-09.wav
494,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-01-02-01-09.wav
495,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-01-02-02-09.wav
496,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-02-01-01-09.wav
497,happy,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-02-01-02-09.wav
498,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-02-02-01-09.wav
499,happy,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-03-02-02-02-09.wav
500,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-01-01-01-09.wav
501,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-01-01-02-09.wav
502,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-01-02-01-09.wav
503,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-01-02-02-09.wav
504,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-02-01-01-09.wav
505,sad,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-02-01-02-09.wav
506,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-02-02-01-09.wav
507,sad,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-04-02-02-02-09.wav
508,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-01-01-01-09.wav
509,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-01-01-02-09.wav
510,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-01-02-01-09.wav
511,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-01-02-02-09.wav
512,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-02-01-01-09.wav
513,angry,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-02-01-02-09.wav
514,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-02-02-01-09.wav
515,angry,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-05-02-02-02-09.wav
516,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-01-01-01-09.wav
517,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-01-01-02-09.wav
518,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-01-02-01-09.wav
519,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-01-02-02-09.wav
520,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-02-01-01-09.wav
521,fear,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-02-01-02-09.wav
522,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-02-02-01-09.wav
523,fear,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-06-02-02-02-09.wav
524,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-01-01-01-09.wav
525,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-01-01-02-09.wav
526,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-01-02-01-09.wav
527,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-01-02-02-09.wav
528,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-02-01-01-09.wav
529,disgust,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-02-01-02-09.wav
530,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-02-02-01-09.wav
531,disgust,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-07-02-02-02-09.wav
532,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-01-01-01-09.wav
533,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-01-01-02-09.wav
534,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-01-02-01-09.wav
535,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-01-02-02-09.wav
536,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-02-01-01-09.wav
537,surprise,1,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-02-01-02-09.wav
538,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-02-02-01-09.wav
539,surprise,2,C:\Users\luisg\speech-emotion\dataset\Actor_09/03-01-08-02-02-02-09.wav
540,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-01-01-01-01-10.wav
541,neutral,1,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-01-01-01-02-10.wav
542,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-01-01-02-01-10.wav
543,neutral,2,C:\Users\luisg\speech-emotion\dataset\Actor_10/03-01-01-01-02-02-10.wav
